Ax,Ay,Az,Gx,Gy,Gz,Label
-0.108,0.135,1.020,2.975,-4.594,-98.604,Yaw
-0.217,0.155,1.047,6.519,-11.235,-247.887,Yaw
-0.313,0.137,1.035,14.227,-19.355,-286.685,Yaw
-0.774,-0.337,1.188,48.615,-25.673,-286.685,Yaw
-0.376,0.922,0.549,55.309,-69.099,-286.685,Yaw
1.385,0.071,1.106,-109.707,-14.910,-285.250,Yaw
0.798,0.128,1.057,-38.159,-17.413,-178.202,Yaw
0.116,0.198,1.023,-9.415,-8.382,-54.451,Yaw
0.146,0.039,1.030,-6.099,-0.709,-26.985,Yaw
0.021,0.041,1.077,-7.385,1.908,-2.231,Yaw
0.258,0.183,0.927,-6.309,1.549,6.457,Yaw
0.357,-0.319,1.068,7.805,-5.460,97.545,Yaw
0.411,-0.121,1.041,-3.150,8.102,284.244,Yaw
0.469,0.228,1.091,-12.565,14.980,286.685,Yaw
0.216,0.376,1.050,6.641,7.963,286.685,Yaw
-0.203,0.451,0.978,4.209,3.176,286.685,Yaw
-0.123,0.234,0.998,3.868,5.320,285.801,Yaw
-0.185,0.090,1.012,2.319,1.242,232.803,Yaw
-0.460,0.221,1.019,-3.868,0.971,129.973,Yaw
-0.093,-0.058,1.019,-0.892,-2.450,36.339,Yaw
-0.074,-0.091,1.017,-0.752,-1.584,-2.669,Yaw
-0.221,0.164,1.035,4.270,-5.775,-55.344,Yaw
-0.488,0.210,1.008,6.423,-10.465,-249.699,Yaw
-0.238,-0.009,1.019,6.659,-13.361,-286.685,Yaw
-0.383,-0.080,1.050,3.902,-14.796,-286.685,Yaw
-0.162,0.245,0.988,-38.264,-31.736,-286.685,Yaw
-0.219,0.535,0.891,-16.712,2.118,-286.685,Yaw
0.798,0.347,1.052,10.579,-18.909,-273.866,Yaw
0.685,-0.003,1.069,1.216,-12.250,-115.220,Yaw
0.013,0.025,1.049,0.376,-4.340,-3.395,Yaw
0.007,0.013,1.020,1.033,-4.812,-0.525,Yaw
0.363,0.057,1.016,5.968,-5.827,21.149,Yaw
0.450,-0.110,1.053,-0.228,2.966,184.721,Yaw
0.404,0.096,1.047,-2.152,9.380,286.685,Yaw
0.113,0.190,1.078,3.062,7.052,286.685,Yaw
-0.048,0.281,1.021,5.224,7.394,286.685,Yaw
0.053,0.447,1.012,3.351,8.225,286.685,Yaw
-0.124,0.288,1.016,4.358,1.986,286.046,Yaw
-0.385,0.193,1.022,3.596,-0.087,209.501,Yaw
-0.538,-0.082,1.023,1.286,-4.952,96.521,Yaw
-0.072,-0.072,1.013,-3.080,-0.166,30.450,Yaw
-0.421,0.131,1.022,0.438,-3.570,-62.939,Yaw
-0.327,0.264,1.004,0.936,-6.055,-173.766,Yaw
-0.134,0.185,1.025,1.505,-8.523,-286.685,Yaw
-0.350,0.025,1.073,0.858,-14.884,-286.685,Yaw
-0.148,0.265,1.111,-34.991,-1.514,-286.685,Yaw
0.235,0.313,0.800,3.474,2.432,-286.685,Yaw
0.372,0.357,1.079,3.483,-9.660,-249.716,Yaw
0.565,-0.036,1.057,6.851,-9.214,-137.349,Yaw
0.302,-0.127,1.062,9.879,-12.259,-43.321,Yaw
0.157,0.117,0.938,4.489,-8.102,2.249,Yaw
0.140,0.062,1.062,11.034,-9.704,69.405,Yaw
0.313,-0.109,1.029,0.061,5.329,237.169,Yaw
0.416,0.081,1.045,0.105,7.070,286.676,Yaw
0.260,0.032,1.054,-1.330,12.854,286.685,Yaw
0.011,0.311,0.973,3.789,8.330,286.685,Yaw
-0.289,0.278,1.013,9.800,4.296,286.685,Yaw
-0.369,0.278,1.001,6.151,2.179,263.130,Yaw
-0.256,0.205,1.023,0.613,-0.971,138.740,Yaw
-0.054,0.059,1.050,-6.247,2.135,82.232,Yaw
0.100,-0.088,1.074,-7.551,-3.194,27.921,Yaw
-0.348,0.164,1.002,-4.095,2.730,-9.292,Yaw
-0.254,0.140,1.018,2.467,-4.918,-179.209,Yaw
-0.021,0.182,1.055,5.329,-7.236,-286.396,Yaw
0.043,0.096,1.011,1.531,-9.109,-286.685,Yaw
-0.025,-0.156,1.062,-4.497,-17.071,-286.685,Yaw
-0.052,0.538,0.922,-20.142,11.541,-286.685,Yaw
-0.001,0.031,1.032,5.609,-12.337,-286.685,Yaw
0.419,-0.013,1.063,0.403,-5.329,-164.238,Yaw
0.173,-0.122,1.062,-0.481,-5.364,-29.146,Yaw
-0.007,-0.013,1.011,0.219,-6.134,-0.306,Yaw
0.183,0.145,1.007,10.167,-9.861,35.228,Yaw
0.352,-0.050,1.111,20.300,-11.681,143.859,Yaw
0.297,-0.038,1.029,1.803,4.340,273.087,Yaw
0.182,0.209,1.016,-1.750,6.930,286.685,Yaw
0.058,0.225,1.059,4.918,6.081,286.685,Yaw
0.133,0.243,0.995,8.873,3.553,286.685,Yaw
-0.235,0.364,0.999,8.943,-3.124,284.970,Yaw
-0.901,0.186,1.019,5.399,-3.929,209.834,Yaw
-0.004,-0.135,1.048,1.540,4.121,83.256,Yaw
0.026,-0.057,1.001,4.051,-5.670,13.449,Yaw
0.050,0.017,1.019,2.459,-1.899,0.761,Yaw
-0.167,-0.093,1.037,-1.846,0.009,-20.510,Yaw
-0.302,-0.095,1.021,-1.986,-2.966,-96.985,Yaw
-0.504,0.378,1.023,-2.293,-3.080,-235.182,Yaw
-0.026,0.173,1.020,-0.613,-4.025,-286.685,Yaw
0.357,-0.194,1.044,-3.316,-3.483,-201.539,Yaw
-0.260,-0.118,1.038,-1.356,-8.575,-163.083,Yaw
-0.463,0.163,1.053,-9.188,-14.280,-282.695,Yaw
0.426,0.549,0.989,5.512,-12.845,-260.111,Yaw
0.408,0.116,1.062,2.450,-7.096,-102.926,Yaw
0.146,0.118,1.030,4.935,-6.221,-86.826,Yaw
0.018,0.000,1.035,4.690,-5.924,-77.481,Yaw
-0.081,-0.138,1.020,2.047,-3.544,-37.327,Yaw
0.022,-0.092,1.039,1.295,-3.763,0.507,Yaw
0.476,-0.104,1.030,-1.592,1.286,136.973,Yaw
0.136,0.148,1.026,0.875,-0.998,206.141,Yaw
0.371,0.069,1.050,1.636,5.023,285.451,Yaw
0.012,0.235,1.000,5.407,1.785,286.685,Yaw
-0.127,0.335,1.058,5.189,3.631,286.685,Yaw
0.079,0.193,1.011,4.165,3.754,286.685,Yaw
-0.588,0.118,1.035,-6.440,4.305,237.720,Yaw
-0.470,-0.074,1.029,-2.004,-6.431,56.980,Yaw
0.063,-0.088,1.005,-4.077,-3.806,15.881,Yaw
-0.142,-0.118,1.026,-1.531,1.006,-4.751,Yaw
-0.478,0.166,1.000,4.489,-3.824,-124.819,Yaw
-0.335,0.256,1.005,4.174,-7.577,-266.402,Yaw
-0.021,0.105,1.074,1.811,-9.467,-286.685,Yaw
-0.403,-0.108,1.130,-11.882,-8.321,-286.685,Yaw
-0.110,0.452,0.864,-2.905,-1.750,-286.685,Yaw
0.287,0.394,1.116,16.564,-23.861,-286.685,Yaw
0.752,0.183,0.906,3.815,-2.362,-249.629,Yaw
0.333,0.092,0.994,26.836,-22.960,-95.812,Yaw
0.014,-0.123,1.066,12.469,-13.221,-57.269,Yaw
0.055,-0.103,1.086,-2.293,0.490,-18.497,Yaw
0.405,-0.290,1.058,-30.853,17.745,48.484,Yaw
0.246,0.042,1.012,-2.669,-5.740,186.786,Yaw
0.184,0.095,1.021,1.969,-7.088,240.695,Yaw
0.252,0.161,0.977,7.236,-6.108,286.685,Yaw
0.006,0.280,1.068,5.582,-2.503,286.685,Yaw
-0.001,0.359,0.996,0.254,4.375,286.685,Yaw
-0.015,0.473,0.984,7.753,1.785,286.685,Yaw
-0.308,0.332,1.022,2.441,2.537,285.119,Yaw
-0.463,-0.022,1.081,3.159,-4.016,160.580,Yaw
-0.119,0.004,0.867,-4.611,-8.767,99.759,Yaw
0.000,-0.009,1.011,-0.157,-2.503,36.243,Yaw
-0.163,0.113,1.009,-1.111,0.998,-6.326,Yaw
-0.395,0.307,1.014,6.650,-8.873,-137.874,Yaw
-0.348,0.341,0.997,4.323,-7.289,-252.630,Yaw
-0.104,0.186,1.035,1.671,-8.216,-286.685,Yaw
0.095,0.027,0.937,-4.944,-12.985,-286.685,Yaw
-0.056,0.152,1.031,-1.461,-13.125,-286.685,Yaw
-0.226,0.559,1.099,-3.500,-17.369,-286.685,Yaw
0.876,0.198,0.858,-12.924,10.526,-248.859,Yaw
1.013,-0.286,1.151,1.365,-6.029,-43.470,Yaw
-0.012,-0.039,1.005,-1.942,-2.564,-7.621,Yaw
0.140,-0.053,0.975,16.888,-10.929,6.834,Yaw
0.590,-0.300,1.050,0.385,-0.271,152.241,Yaw
0.419,-0.007,1.029,1.925,-2.082,266.595,Yaw
0.196,0.076,1.030,1.697,2.231,286.685,Yaw
0.133,0.200,1.045,3.517,4.480,286.685,Yaw
-0.012,0.343,0.974,3.588,1.864,286.685,Yaw
-0.029,0.326,1.003,8.006,1.654,286.685,Yaw
-0.225,0.329,1.046,2.590,1.435,270.812,Yaw
-0.351,0.079,1.070,-3.483,4.900,200.690,Yaw
-0.249,0.027,1.021,-0.262,0.394,121.704,Yaw
0.083,0.059,1.042,-2.109,-1.549,40.714,Yaw
-0.070,-0.046,1.035,-2.047,1.855,20.720,Yaw
-0.031,0.239,0.923,-6.702,5.548,-9.599,Yaw
-0.267,0.101,1.055,10.483,-13.300,-106.864,Yaw
-0.152,0.231,1.027,7.508,-9.538,-215.591,Yaw
0.019,0.192,1.016,4.961,-11.489,-286.685,Yaw
0.125,0.007,1.048,3.281,-12.609,-286.685,Yaw
-0.060,-0.180,1.050,-3.115,-15.278,-286.685,Yaw
-0.251,0.277,1.030,-1.286,-22.628,-286.685,Yaw
0.336,0.182,1.074,-4.550,-4.637,-275.432,Yaw
0.570,-0.261,1.086,4.673,-9.284,-194.898,Yaw
0.157,-0.024,1.030,2.415,-5.101,-44.993,Yaw
0.040,0.028,1.017,2.739,-4.349,-24.754,Yaw
0.251,-0.245,1.052,-5.722,3.307,45.544,Yaw
0.441,-0.264,1.040,-10.964,7.236,154.595,Yaw
0.134,0.095,1.017,4.121,-4.340,277.427,Yaw
0.146,0.078,1.020,2.564,1.890,286.685,Yaw
0.307,0.145,1.045,2.940,6.134,286.685,Yaw
0.058,0.528,0.981,5.775,3.797,286.685,Yaw
-0.227,0.397,1.032,6.160,3.395,286.676,Yaw
-0.480,0.345,1.093,3.622,-4.489,181.615,Yaw
-0.117,0.123,0.929,-3.439,-4.918,92.391,Yaw
0.056,-0.092,1.051,0.245,0.175,30.459,Yaw
-0.003,0.017,1.046,-3.159,4.016,-1.864,Yaw
-0.056,0.112,1.023,4.454,-4.690,-52.124,Yaw
-0.228,0.200,1.019,5.399,-9.975,-177.179,Yaw
-0.217,0.204,1.003,2.957,-12.337,-286.685,Yaw
-0.017,0.113,1.045,-2.686,-13.869,-286.685,Yaw
0.210,0.041,1.052,-5.407,-12.276,-286.685,Yaw
0.134,0.086,0.984,2.319,-13.405,-286.685,Yaw
0.278,0.075,1.035,-4.576,-10.938,-265.799,Yaw
0.400,-0.096,1.090,-24.614,19.154,-96.154,Yaw
0.025,-0.187,1.054,-5.093,0.822,-44.362,Yaw
0.019,0.013,0.995,5.136,-5.040,14.534,Yaw
0.580,-0.172,1.075,19.897,-14.297,98.096,Yaw
0.422,-0.160,1.063,12.591,-7.718,226.634,Yaw
0.177,0.051,1.046,5.250,2.039,286.685,Yaw
-0.080,0.160,1.032,7.394,2.371,286.685,Yaw
-0.111,0.270,1.000,5.617,4.340,286.685,Yaw
-0.314,0.286,1.037,8.172,0.438,264.723,Yaw
-0.203,0.198,1.023,4.541,0.831,186.602,Yaw
-0.301,0.142,1.019,4.427,-1.374,118.799,Yaw
0.040,-0.021,1.036,4.769,-5.548,64.549,Yaw
0.005,-0.078,1.064,-2.896,-19.416,9.301,Yaw
-0.339,0.151,0.861,-2.047,5.425,-67.567,Yaw
-0.264,0.084,1.053,3.614,-6.825,-206.815,Yaw
-0.124,0.277,1.050,-3.710,-9.835,-286.624,Yaw
-0.090,0.144,1.045,-7.324,-11.401,-286.685,Yaw
0.021,-0.107,1.106,-43.584,21.096,-286.685,Yaw
0.016,0.489,1.006,-2.013,-4.077,-286.685,Yaw
0.786,-0.137,1.078,6.475,-8.663,-192.579,Yaw
-0.004,0.015,1.065,2.126,-4.471,-40.959,Yaw
-0.030,-0.206,1.063,-2.826,-3.281,-41.107,Yaw
0.004,-0.027,0.943,-0.306,-1.908,-3.062,Yaw
0.487,-0.074,0.993,33.005,-23.844,84.245,Yaw
0.383,0.071,1.044,5.031,0.166,271.040,Yaw
0.368,0.109,1.027,4.174,5.066,286.685,Yaw
0.002,0.185,0.962,4.401,7.910,286.685,Yaw
-0.401,0.355,0.991,10.999,3.246,286.685,Yaw
-0.153,0.231,1.002,1.584,8.155,286.064,Yaw
-0.383,0.224,0.999,3.281,2.170,215.731,Yaw
0.030,0.044,1.023,3.561,-2.249,89.723,Yaw
-0.029,-0.110,0.982,-8.304,-1.085,32.042,Yaw
-0.257,0.239,1.032,4.480,-4.077,-75.478,Yaw
-0.261,0.212,1.033,3.841,-8.391,-190.242,Yaw
-0.156,0.133,1.030,3.535,-10.159,-285.443,Yaw
-0.160,0.080,1.004,-0.123,-13.387,-286.685,Yaw
-0.148,-0.084,1.068,-5.469,-13.204,-286.685,Yaw
0.143,0.618,0.953,-26.740,-0.245,-286.685,Yaw
0.686,0.229,1.032,-4.165,1.531,-236.583,Yaw
0.631,-0.162,1.101,-0.096,-5.425,-80.325,Yaw
0.222,-0.058,1.071,4.515,-6.081,-33.565,Yaw
0.355,-0.123,1.021,5.994,-6.029,67.253,Yaw
0.406,-0.067,0.925,28.639,-21.280,172.629,Yaw
0.097,-0.178,1.085,16.327,-10.824,243.758,Yaw
-0.075,-0.107,1.066,4.051,6.134,286.685,Yaw
-0.241,0.138,1.028,2.135,4.235,286.633,Yaw
-0.438,0.207,1.019,5.014,1.312,225.732,Yaw
-0.401,0.170,1.028,4.436,-0.368,143.386,Yaw
-0.026,0.139,1.020,3.841,-3.054,59.054,Yaw
0.102,0.062,1.023,1.470,-3.614,17.964,Yaw
0.120,0.084,1.022,2.529,-3.316,2.109,Yaw
0.012,0.028,1.032,-0.630,-0.735,-0.954,Yaw
0.206,0.153,1.004,-0.822,-0.481,6.886,Yaw
0.274,0.018,1.058,-0.403,1.829,92.584,Yaw
0.042,0.067,1.026,1.514,-1.347,125.353,Yaw
-0.258,0.031,1.016,-0.123,-1.024,110.478,Yaw
-0.040,-0.020,1.026,-2.957,-2.100,44.783,Yaw
-0.081,-0.053,1.037,-6.738,1.426,20.650,Yaw
-0.228,0.196,0.997,2.494,-4.471,-33.766,Yaw
-0.402,0.274,1.002,3.596,-10.019,-185.999,Yaw
-0.424,0.264,1.032,0.866,-10.859,-286.685,Yaw
-0.132,0.237,1.102,-1.531,-15.540,-286.685,Yaw
0.357,0.437,0.737,-26.180,15.523,-286.685,Yaw
0.883,-0.003,1.087,13.703,-14.227,-284.296,Yaw
0.321,-0.053,1.035,-0.298,-3.719,-158.917,Yaw
0.120,-0.014,1.064,-0.779,0.569,-81.716,Yaw
0.055,-0.134,1.011,-0.324,0.087,-13.081,Yaw
0.182,-0.167,0.975,19.679,-18.506,84.254,Yaw
0.033,-0.060,1.196,42.131,-31.552,156.852,Yaw
0.177,0.057,1.021,-0.998,4.349,277.112,Yaw
0.041,0.022,0.997,3.553,5.364,286.685,Yaw
0.399,0.238,1.031,2.231,14.166,286.685,Yaw
0.429,0.420,0.994,7.175,13.212,286.685,Yaw
0.242,0.137,1.023,2.170,12.189,286.685,Yaw
-0.722,0.436,0.955,5.889,2.380,286.685,Yaw
-0.768,0.269,1.008,-2.546,6.405,165.025,Yaw
-0.018,-0.062,1.016,-2.310,-1.269,52.719,Yaw
-0.005,-0.059,1.021,2.170,-1.986,-14.472,Yaw
-0.100,0.039,1.034,3.010,-4.664,-82.880,Yaw
-0.249,0.308,1.012,1.995,-7.254,-179.436,Yaw
-0.480,0.487,0.967,9.328,-18.104,-286.685,Yaw
-0.054,0.183,1.010,0.350,-17.062,-286.685,Yaw
0.200,0.041,1.045,-6.204,-15.811,-286.685,Yaw
-0.025,-0.058,0.974,1.584,-22.111,-286.685,Yaw
0.459,0.308,1.083,-12.898,-3.168,-283.491,Yaw
0.719,-0.031,1.054,-13.501,6.291,-104.361,Yaw
0.205,-0.094,1.035,0.726,-3.141,-14.674,Yaw
0.199,-0.053,1.013,7.367,-5.556,74.725,Yaw
0.533,-0.190,1.071,7.648,-5.399,213.911,Yaw
0.232,-0.027,1.097,13.212,-9.695,286.685,Yaw
0.047,0.019,1.020,-2.634,7.289,286.685,Yaw
0.118,0.003,1.035,2.266,11.148,286.685,Yaw
-0.104,0.359,1.034,2.984,3.902,286.685,Yaw
-0.374,0.429,1.056,3.824,0.796,279.685,Yaw
-0.685,0.448,0.991,5.005,-5.381,106.277,Yaw
-0.512,0.208,0.996,-1.181,-3.832,-29.689,Yaw
-0.286,0.258,1.061,4.550,-7.315,-243.092,Yaw
-0.468,0.106,1.012,2.021,-13.624,-286.685,Yaw
-0.212,0.017,1.012,-0.341,-19.626,-286.685,Yaw
0.248,-0.046,0.928,-4.909,-3.351,-286.685,Yaw
0.539,0.214,1.022,-0.700,-12.049,-272.239,Yaw
0.870,0.237,1.041,1.951,-6.939,-154.595,Yaw
0.048,0.127,1.029,0.201,-0.298,-12.101,Yaw
0.318,0.096,0.971,0.858,-5.320,7.551,Yaw
0.274,0.078,1.052,5.880,-5.486,90.624,Yaw
0.355,0.181,1.043,-2.485,3.264,259.210,Yaw
0.090,0.069,1.031,-0.822,5.267,286.685,Yaw
0.014,0.014,1.002,-0.052,9.625,286.685,Yaw
0.129,0.090,1.069,-0.096,13.002,286.685,Yaw
-0.343,0.255,0.961,-37.214,27.562,286.449,Yaw
-1.054,0.142,1.029,0.683,-5.609,82.749,Yaw
-0.335,0.316,0.940,-0.061,-5.084,-27.501,Yaw
-0.563,0.169,1.009,26.749,-24.544,-199.062,Yaw
-0.804,0.225,1.046,1.872,-10.544,-286.685,Yaw
-0.235,0.198,0.966,0.735,-18.874,-286.685,Yaw
0.619,0.517,0.918,5.705,-14.079,-286.685,Yaw
0.980,-0.010,1.078,1.584,-8.977,-173.346,Yaw
0.310,-0.005,1.040,0.945,-5.416,-48.020,Yaw
0.219,0.175,1.008,-2.223,-0.219,-22.461,Yaw
0.447,0.112,1.048,1.934,0.674,119.621,Yaw
0.340,-0.126,1.028,-0.201,-1.295,210.814,Yaw
-0.101,0.122,1.034,-7.892,8.925,286.685,Yaw
-0.017,0.456,1.026,-18.462,21.271,286.685,Yaw
-0.201,0.111,1.002,-14.009,11.961,286.685,Yaw
-0.590,0.066,0.982,-11.672,9.083,286.685,Yaw
-0.510,0.118,1.019,-12.661,8.776,237.291,Yaw
-0.254,0.192,0.988,-0.009,-13.790,70.105,Yaw
-0.073,-0.104,1.076,13.002,-17.754,-27.423,Yaw
-0.926,0.141,1.003,8.899,-9.765,-150.098,Yaw
-0.846,0.064,1.055,26.215,-23.135,-286.422,Yaw
-0.771,0.888,0.889,-7.341,-7.044,-286.685,Yaw
0.754,0.725,1.018,9.406,-22.645,-286.685,Yaw
1.080,-0.097,1.013,-0.858,-18.288,-286.685,Yaw
0.774,-0.007,1.062,-6.729,-12.250,-238.455,Yaw
0.406,0.181,1.024,6.073,-3.316,-37.607,Yaw
0.705,0.069,1.019,-1.067,3.719,10.141,Yaw
0.488,-0.101,1.066,-2.266,5.591,126.919,Yaw
0.590,-0.004,1.035,-9.861,10.658,284.629,Yaw
0.222,0.374,0.999,-4.856,9.170,286.685,Yaw
0.036,0.373,1.029,-7.997,9.109,286.685,Yaw
-0.088,0.238,1.056,-12.495,15.321,286.685,Yaw
-0.469,0.456,0.988,-15.855,-13.387,286.685,Yaw
-0.981,-0.049,1.041,51.783,-43.251,103.171,Yaw
-0.724,-0.043,1.061,3.369,-10.719,-8.190,Yaw
-1.040,0.171,0.988,-3.693,-6.624,-233.852,Yaw
-0.447,0.502,1.070,-4.611,-3.027,-286.685,Yaw
-0.382,1.014,1.025,-9.887,-8.540,-286.685,Yaw
0.826,0.687,0.998,0.683,-11.594,-286.685,Yaw
1.325,0.116,1.016,4.200,-12.574,-286.650,Yaw
0.309,-0.125,1.069,12.539,-10.036,-141.846,Yaw
0.314,-0.249,1.030,2.756,-0.700,-57.374,Yaw
0.098,-0.107,1.043,2.721,-4.401,46.891,Yaw
0.516,-0.082,1.052,3.045,-4.681,155.750,Yaw
0.272,0.344,1.011,2.415,3.071,286.685,Yaw
0.037,0.473,1.012,5.819,6.869,286.685,Yaw
-0.487,0.121,1.028,-2.599,8.470,277.804,Yaw
-0.339,0.032,1.014,-3.185,-2.144,80.841,Yaw
-0.299,0.092,1.026,-4.532,-4.331,32.375,Yaw
0.127,0.178,1.024,4.489,-6.755,39.760,Yaw
0.096,0.073,1.020,7.140,-5.381,89.723,Yaw
-0.389,0.009,1.009,-3.062,5.565,101.832,Yaw
-0.275,-0.221,1.062,-11.602,5.889,42.088,Yaw
0.010,0.038,1.063,-5.801,1.864,-1.715,Yaw
-0.053,-0.008,1.011,-4.025,2.424,-3.185,Yaw
-0.676,0.283,0.997,9.406,-8.610,-165.130,Yaw
-0.394,0.255,1.031,23.345,-27.221,-286.291,Yaw
0.226,0.142,1.013,10.920,-20.247,-286.685,Yaw
0.537,-0.030,1.020,-2.616,-9.109,-263.121,Yaw
0.316,-0.374,1.044,1.986,-12.495,-194.232,Yaw
0.017,0.411,1.030,-7.980,-4.506,-113.190,Yaw
1.171,-0.179,1.031,-6.125,1.076,96.731,Yaw
0.352,0.408,1.017,7.324,-0.315,286.685,Yaw
0.002,0.320,0.989,8.689,6.545,286.685,Yaw
-0.358,0.043,1.010,6.510,9.284,286.685,Yaw
-0.200,0.442,1.000,-3.526,7.700,286.685,Yaw
-0.456,0.305,1.015,0.490,6.930,278.714,Yaw
-0.350,-0.099,1.076,-10.955,0.805,24.981,Yaw
-0.288,0.012,0.997,-16.826,9.371,-116.979,Yaw
-0.313,0.023,1.042,0.892,-1.365,-216.038,Yaw
-0.278,0.596,0.917,7.595,-2.284,-286.633,Yaw
0.110,0.123,1.033,15.916,-15.015,-286.685,Yaw
-0.013,-0.087,1.017,11.086,-18.305,-286.685,Yaw
0.269,-0.196,1.041,10.360,-18.751,-286.685,Yaw
0.360,-0.166,1.020,6.221,-27.562,-286.659,Yaw
0.428,0.414,0.927,-3.124,-2.135,-44.607,Yaw
0.913,-0.063,1.047,-3.693,0.490,74.506,Yaw
0.643,0.142,0.999,-4.148,4.541,275.013,Yaw
0.293,0.046,0.991,-3.701,10.859,286.685,Yaw
0.105,0.024,1.055,1.908,11.979,286.685,Yaw
0.087,-0.114,0.995,-7.919,9.791,286.685,Yaw
-0.279,0.061,0.940,-28.910,19.390,286.685,Yaw
-0.557,0.612,0.978,0.831,-7.595,156.783,Yaw
-0.446,0.244,1.077,-2.678,0.236,-4.095,Yaw
-0.151,0.146,0.994,1.995,-1.418,-32.935,Yaw
-0.508,0.138,1.022,1.278,-6.020,-239.872,Yaw
-0.200,0.106,1.044,13.221,-5.233,-286.685,Yaw
-0.312,0.260,1.002,12.530,-15.706,-286.685,Yaw
-0.310,0.332,1.114,38.754,-41.580,-286.685,Yaw
0.199,0.467,1.043,6.344,-29.347,-286.685,Yaw
1.009,0.144,1.033,-10.806,-6.396,-257.022,Yaw
0.940,0.105,1.046,2.678,-8.680,-75.784,Yaw
0.093,0.418,0.997,1.470,-4.025,23.949,Yaw
0.710,0.001,1.012,0.175,6.300,220.019,Yaw
0.187,0.073,1.049,-2.503,13.877,286.685,Yaw
0.064,0.070,1.037,2.730,13.799,286.685,Yaw
0.078,-0.071,0.994,14.184,8.969,286.685,Yaw
-0.193,0.220,0.990,1.067,4.489,286.685,Yaw
-0.310,0.448,0.938,0.411,0.376,169.102,Yaw
-0.428,0.325,1.021,2.415,-5.941,51.940,Yaw
0.004,0.019,1.011,-0.866,-0.210,-1.269,Yaw
-0.328,0.021,1.017,-1.391,-5.338,-102.585,Yaw
-0.215,0.292,1.041,-1.067,-8.829,-252.822,Yaw
-0.110,0.098,1.127,-1.654,-1.601,-286.685,Yaw
-0.042,0.064,0.935,8.102,-10.203,-286.685,Yaw
-0.033,0.040,0.970,6.606,-22.986,-286.685,Yaw
-0.173,0.019,1.022,-3.719,-23.774,-286.685,Yaw
0.220,0.329,0.774,-20.606,0.665,-252.000,Yaw
1.020,0.495,1.021,6.046,-8.864,-53.804,Yaw
0.340,-0.043,1.081,0.700,-3.159,27.676,Yaw
0.580,-0.128,1.029,-0.901,6.309,285.075,Yaw
0.335,0.130,0.975,7.262,12.337,286.685,Yaw
0.027,0.008,1.061,9.765,11.042,286.685,Yaw
-0.269,0.023,1.025,-0.840,5.959,286.554,Yaw
-0.160,0.210,0.982,-5.932,9.100,232.496,Yaw
-0.327,0.564,1.014,7.306,-7.105,71.960,Yaw
0.045,0.101,1.124,-10.833,1.278,-3.203,Yaw
-0.291,0.201,0.996,6.186,-14.455,-130.576,Yaw
-0.280,0.113,1.028,-10.684,1.523,-279.414,Yaw
-0.211,0.279,0.941,15.102,-13.816,-286.685,Yaw
0.062,0.057,1.161,28.788,-32.935,-286.685,Yaw
-0.124,-0.254,1.041,4.707,-21.455,-286.685,Yaw
0.344,0.307,0.989,-9.266,-21.228,-286.685,Yaw
1.013,0.353,1.029,-11.200,-0.647,-181.501,Yaw
0.752,0.568,1.023,12.163,-10.719,52.010,Yaw
0.507,-0.002,1.024,2.852,7.753,286.685,Yaw
-0.101,0.146,1.006,-1.715,13.099,286.685,Yaw
-0.019,0.004,0.994,7.403,12.661,286.685,Yaw
-0.140,0.097,1.025,7.324,6.151,286.685,Yaw
-0.272,0.224,1.022,5.267,1.015,259.866,Yaw
-0.282,0.188,1.015,-1.067,4.314,118.073,Yaw
-0.168,0.081,1.031,-10.141,3.885,36.452,Yaw
-0.122,0.182,1.017,-3.281,-4.200,-81.139,Yaw
-0.190,0.150,1.029,4.340,-7.613,-229.959,Yaw
-0.163,0.042,1.047,4.191,-9.100,-286.685,Yaw
-0.263,-0.105,1.032,6.352,-17.614,-286.685,Yaw
-0.643,0.196,1.055,2.424,-33.932,-286.685,Yaw
-0.034,0.432,0.981,-5.075,-33.408,-286.685,Yaw
0.773,0.127,0.938,-4.384,19.119,-202.178,Yaw
0.099,-0.005,1.097,-2.774,-5.128,-4.611,Yaw
0.485,0.166,1.038,4.524,0.455,167.807,Yaw
0.269,-0.043,1.060,-0.700,6.554,285.897,Yaw
0.140,-0.066,1.024,-7.341,13.458,286.685,Yaw
0.040,-0.080,1.032,8.505,8.873,286.685,Yaw
0.005,0.106,1.033,7.753,5.355,286.685,Yaw
-0.178,0.334,1.001,2.328,-0.717,265.353,Yaw
-0.329,0.348,1.032,-6.492,1.829,128.319,Yaw
-0.338,-0.004,1.025,-2.634,1.015,18.786,Yaw
-0.005,0.083,1.008,1.837,-4.935,-53.673,Yaw
-0.199,0.171,1.026,0.096,-6.186,-147.796,Yaw
-0.252,0.097,1.031,2.888,-8.627,-286.388,Yaw
-0.527,-0.049,1.015,3.027,-13.396,-286.685,Yaw
-0.522,0.194,1.071,-1.085,-26.994,-286.685,Yaw
-0.134,0.609,0.681,-31.798,3.658,-286.685,Yaw
0.673,0.367,1.143,12.784,-7.560,-286.685,Yaw
0.902,0.197,1.009,2.966,-6.370,-142.266,Yaw
0.230,0.014,1.083,24.955,-19.670,-55.842,Yaw
0.275,0.190,0.946,-2.336,-0.998,6.318,Yaw
0.310,0.156,1.025,4.165,-7.945,113.277,Yaw
0.432,0.175,1.047,-0.166,2.835,252.420,Yaw
